,Players,Batting,Bowling,Games,Won,Drawn,Win %,Innings Batted,Runs,Singles,Fours,Sixes,Dot Balls,Balls Faced,Outs,Bowled Outs,LBW Outs,Hitwicket Outs,Caught Outs,Stumped Outs,Run Outs,Caught and Bowled Outs,Dot Ball %,Strike Turnover %,Batting S/R,Batting S/R MeanAD,Batting Avg,Mean Score,Score MeanAD,Scoring Consistency,Boundary %,Runs/Ball,Mean Balls Faced,Balls Faced MeanAD,Survival Consistency,Avg First Boundary Ball,Dismissal Rate,Boundary Rate,Innings Bowled,Runsgiven,Singlesgiven,Foursgiven,Sixesgiven,Wickets,Balls Bowled,Extras,No Balls,Wides,Dot Balls Bowled,Bowleds,LBWs,Hitwickets,Caughts,Stumpeds,Caught and Bowleds,Catches,Runouts,Stumpings,Economy Rate,Economy Rate MeanAD,Dot Ball Bowled %,Boundary Given %,Bowling Avg,Bowling Avg MeanAD,Bowling S/R,Bowling S/R MeanAD,Runsgiven/Ball,Boundary Given Rate,Strike Turnovergiven %,Avg Consecutive Dot Balls,Runs Rate,Runsgiven/Wicket,Runs AA,Runs/Ball AA,Runsgiven AA,Runsgiven/Ball AA
EG Cunningham,EG Cunningham,Right hand,Right arm off break,26,6,0,23.1,22,174,50,20,2,150,243,19,5,1,0,11,1,1,0,0.6,29.2,71.6,29.7,9.16,7.91,6.26,20.900000000000006,9.1,0.7,11.0,6.42,41.6,6.5,12.8,11.0,2,10,3,1,0,0,11,1,0,1,6,0,0,0,0,0,0,9,2,0,5.5,0,54.5,9.1,inf,0,inf,0,0.9,11.0,33.3,1.5,4.3,inf,-126.9,-0.2,-303.1,-0.4
EJ Black,EJ Black,Right hand,Right arm pace,46,26,0,56.5,16,72,21,6,1,35,76,12,3,1,0,4,0,4,0,0.5,38.5,94.7,67.77,6.0,4.5,4.19,6.900000000000006,9.2,0.9,4.8,2.94,38.7,4.5,6.3,10.9,46,1097,294,113,12,56,978,91,2,89,455,11,5,0,37,3,0,8,3,0,6.7,0,46.5,12.8,19.59,0,17.5,0,1.1,7.8,33.9,1.9,5.7,19.6,-228.9,0.0,783.9,-0.2
A van Deventer,A van Deventer,Right hand,Right arm off break,12,3,0,25.0,10,223,80,19,2,68,196,9,1,1,0,6,0,1,0,0.3,44.3,113.8,22.34,24.78,22.3,12.5,43.9,10.7,1.1,19.6,10.0,49.0,9.1,21.8,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,6.8,,-77.9,0.2,-313.1,
EJ Carson,EJ Carson,,,62,35,0,56.5,22,79,42,4,0,49,108,13,5,1,0,5,0,2,0,0.5,42.1,73.1,46.38,6.08,3.59,2.62,27.0,3.7,0.7,4.9,3.17,35.3,4.2,8.3,27.0,61,1221,492,109,13,71,1223,46,1,45,506,19,9,0,34,8,1,12,8,0,6.0,0,41.4,10.0,17.2,0,17.2,0,1.0,10.0,40.3,1.7,4.4,17.2,-221.9,-0.2,907.9,-0.3
IR James,IR James,Right hand,,45,24,0,53.3,35,365,107,47,3,166,357,30,4,2,0,13,2,8,1,0.5,32.9,102.2,48.71,12.17,10.43,9.42,9.700000000000003,14.0,1.0,10.2,7.1,30.400000000000006,6.4,11.9,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,,0,,,,0,,0,,,,0.0,6.1,,64.1,0.1,-313.1,
KE Baxter,KE Baxter,Right hand,Right arm pace,2,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,,,0.0,0.0,,0.0,,,,,0.0,,,0.0,,1,9,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0,0.0,16.7,inf,0,inf,0,1.5,6.0,66.7,0.0,,inf,-300.9,,-304.1,0.2
AN Kelly,AN Kelly,Right hand,Right arm pace,73,40,0,54.8,39,305,133,22,0,122,333,32,6,0,0,18,3,4,1,0.4,44.5,91.6,35.33,9.53,7.82,6.88,12.0,6.6,0.9,8.5,5.87,30.900000000000006,7.2,10.4,15.1,73,1392,502,143,5,84,1451,72,3,69,667,29,2,0,39,12,2,22,6,0,5.8,0,46.0,10.2,16.57,0,17.3,0,1.0,9.8,37.0,1.9,5.5,16.6,4.1,0.0,1078.9,-0.3
BG Armstrong,BG Armstrong,Right hand,Right arm pace,41,21,0,51.2,39,506,192,51,2,229,524,34,5,1,0,23,1,3,0,0.4,37.3,96.6,39.12,14.88,12.97,10.07,22.400000000000006,10.1,1.0,13.4,9.49,29.200000000000003,6.3,15.4,9.9,24,501,143,49,6,13,363,51,3,48,126,7,0,0,5,0,1,17,3,0,8.3,0,34.7,15.2,38.54,0,27.9,0,1.4,6.6,38.7,1.4,5.8,38.5,205.1,0.1,187.9,0.1
FC Jonas,FC Jonas,Right hand,Left arm orthodox,66,29,0,43.9,14,25,19,0,0,43,65,5,2,0,0,2,0,1,0,0.7,43.9,38.5,24.91,5.0,1.79,1.33,25.700000000000003,0.0,0.4,4.6,3.35,27.200000000000003,,13.0,inf,64,1333,535,114,10,53,1378,33,5,28,579,10,7,0,29,5,2,12,4,0,5.8,0,42.0,9.0,25.15,0,26.0,0,1.0,11.1,41.1,1.8,2.3,25.2,-275.9,-0.5,1019.9,-0.3
AT Hucker,AT Hucker,,,26,11,0,42.3,11,59,16,1,1,38,73,7,3,0,0,3,0,1,0,0.5,37.3,80.8,57.66,8.43,5.36,6.17,-15.099999999999994,2.7,0.8,6.6,6.07,8.0,23.0,10.4,36.5,23,489,146,48,5,15,402,21,3,18,149,2,1,1,10,0,1,6,0,0,7.3,0,37.1,13.2,32.6,0,26.8,0,1.2,7.6,38.5,1.5,4.8,32.6,-241.9,-0.1,175.9,-0.1
S Shahri,S Shahri,Right hand,Right arm leg break,38,17,0,44.7,33,594,184,75,1,270,591,27,5,1,0,19,1,1,0,0.5,34.3,100.5,35.26,22.0,18.0,12.3,31.700000000000003,12.9,1.0,17.9,10.74,40.0,5.1,21.9,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,,0,,,,0,,0,,,,0.0,6.0,,293.1,0.1,-313.1,
KFG Nation,KFG Nation,Right hand,Right arm pace,22,13,0,59.1,17,169,58,19,2,72,166,14,3,1,0,6,1,2,1,0.4,42.0,101.8,51.0,12.07,9.94,6.4,35.599999999999994,12.7,1.0,9.8,5.72,41.6,5.6,11.9,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,,,0,,0,,,,0.0,6.1,,-131.9,0.1,-313.1,
NB Cox,NB Cox,Right hand,,43,24,0,55.8,42,588,216,50,8,283,633,37,7,5,0,18,2,5,0,0.4,37.0,92.9,38.81,15.89,14.0,11.48,18.0,9.2,0.9,15.1,10.01,33.7,8.2,17.1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,,0,,,,0,,0,,,,0.0,5.6,,287.1,0.0,-313.1,
DM Doughty,DM Doughty,Right hand,Right arm leg break,8,8,0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,7,113,41,11,0,6,120,3,1,2,57,0,0,0,5,1,0,1,0,0,5.6,0,47.5,9.2,18.83,0,20.0,0,0.9,10.9,35.8,1.8,,18.8,-300.9,,-200.1,-0.4
JL Savage,JL Savage,Right hand,Right arm pace,30,16,0,53.3,23,225,77,24,0,128,255,22,4,1,0,9,1,5,2,0.5,38.4,88.2,39.51,10.23,9.78,8.39,14.200000000000003,9.4,0.9,11.1,7.94,28.5,7.0,11.6,10.6,24,475,106,65,2,19,372,39,3,36,168,3,1,0,14,0,1,6,2,0,7.7,0,45.2,18.0,25.0,0,19.6,0,1.3,5.6,29.5,1.6,5.3,25.0,-75.9,0.0,161.9,-0.0
AC Mace-Cochrane,AC Mace-Cochrane,Right hand,Right arm off break,5,3,0,60.0,3,8,2,1,0,5,9,2,1,0,0,1,0,0,0,0.6,36.4,88.9,54.82,4.0,2.67,2.89,-8.200000000000003,11.1,0.9,3.0,1.33,55.7,5.0,4.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,5.3,,-292.9,0.0,-313.1,
JT McFadyen,JT McFadyen,Right hand,,44,36,0,81.8,28,257,100,25,0,128,286,24,4,2,0,8,0,10,0,0.4,37.3,89.9,45.57,10.71,9.18,7.52,18.099999999999994,8.7,0.9,10.2,8.42,17.5,5.4,11.9,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,33,,0,,,,0,,0,,,,0.0,5.4,,-43.9,0.0,-313.1,
LEV Hughes,LEV Hughes,Right hand,,44,23,0,52.3,28,194,62,22,3,92,197,24,3,1,0,15,1,4,0,0.5,37.3,98.5,50.49,8.08,6.93,4.99,28.0,12.7,1.0,7.0,4.26,39.1,3.5,8.2,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,19,,0,,,,0,,0,,,,0.0,5.9,,-106.9,0.1,-313.1,
MJ Banks,MJ Banks,Right hand,Right arm pace,43,22,0,51.2,17,75,51,3,0,47,110,10,3,1,0,3,1,2,0,0.4,49.5,68.2,30.74,7.5,4.41,3.47,21.299999999999997,2.7,0.7,6.5,3.49,46.3,5.0,11.0,36.7,34,757,204,88,3,38,630,74,3,71,273,15,2,0,18,1,2,15,7,0,7.2,0,43.3,14.4,19.92,0,16.6,0,1.2,6.9,35.2,1.6,4.1,19.9,-225.9,-0.2,443.9,-0.1
XA Jetly,XA Jetly,Right hand,Right arm off break,44,37,0,84.1,11,31,14,1,0,15,36,4,3,0,0,0,0,1,0,0.4,40.5,86.1,38.43,7.75,2.82,2.35,16.700000000000003,2.8,0.9,3.3,2.3,30.299999999999997,4.0,9.0,36.0,37,633,275,58,4,38,678,22,0,22,295,7,4,0,17,8,2,10,5,0,5.6,0,43.5,9.1,16.66,0,17.8,0,0.9,10.9,41.2,1.8,5.2,16.7,-269.9,0.0,319.9,-0.4
GES Sullivan,GES Sullivan,Right hand,Right arm pace,35,20,0,57.1,12,43,19,4,0,21,49,5,1,0,0,1,0,3,0,0.4,49.0,87.8,37.25,8.6,3.58,2.11,41.1,8.2,0.9,4.1,2.29,44.1,2.7,9.8,12.2,34,738,237,69,6,40,690,36,0,36,291,9,4,0,21,5,1,12,3,0,6.4,0,42.2,10.9,18.45,0,17.2,0,1.1,9.2,38.7,1.8,5.3,18.4,-257.9,0.0,424.9,-0.2
JA Simmons,JA Simmons,Right hand,Right arm pace,16,8,0,50.0,5,12,2,1,0,16,23,5,3,0,0,0,0,0,2,0.7,20.0,52.2,34.13,2.4,2.4,2.08,13.299999999999997,4.3,0.5,4.6,2.08,54.8,2.0,4.6,23.0,16,272,67,36,1,9,258,26,3,23,138,2,1,0,5,0,1,1,0,0,6.3,0,53.5,14.3,30.22,0,28.7,0,1.1,7.0,31.3,1.9,3.1,30.2,-288.9,-0.4,-41.1,-0.2
SR Asmussen,SR Asmussen,Right hand,Right arm leg break,42,22,0,52.4,9,16,16,0,0,14,31,6,1,0,0,2,1,2,0,0.5,74.2,51.6,28.56,2.67,1.78,1.48,16.900000000000006,0.0,0.5,3.4,1.6,52.9,,5.2,inf,40,811,328,72,3,35,738,21,0,21,252,4,4,0,20,4,3,7,0,0,6.6,0,34.1,10.2,23.17,0,21.1,0,1.1,9.8,45.1,1.5,3.1,23.2,-284.9,-0.4,497.9,-0.2
RM Burns,RM Burns,Right hand,Right arm off break,46,39,0,84.8,43,773,171,102,11,336,706,38,3,3,0,27,3,1,1,0.5,31.3,109.5,38.61,20.34,17.98,13.04,27.5,16.0,1.1,16.4,9.6,41.5,6.1,18.6,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,,0,,,,0,,0,,,,0.0,6.6,,472.1,0.2,-313.1,
NL van Tilburg,NL van Tilburg,Right hand,Right arm leg break,4,2,0,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,,,0,,0,,,,0.0,,,-300.9,,-313.1,
GE Edge,GE Edge,Left hand,Left arm orthodox,1,0,0,0.0,1,2,2,0,0,1,3,1,0,0,0,0,0,1,0,0.3,66.7,66.7,0.0,2.0,2.0,0.0,100.0,0.0,0.7,3.0,0.0,100.0,,3.0,inf,1,13,4,1,0,2,12,1,0,1,5,1,0,0,1,0,0,0,0,0,6.5,0,41.7,8.3,6.5,0,6.0,0,1.1,12.0,30.8,1.7,4.0,6.5,-298.9,-0.2,-300.1,-0.2
SI Gray,SI Gray,Right hand,,1,0,0,0.0,1,10,1,1,0,1,5,1,0,0,0,0,0,1,0,0.2,60.0,200.0,0.0,10.0,10.0,0.0,100.0,20.0,2.0,5.0,0.0,100.0,3.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,0,,,,0,,0,,,,0.0,12.0,,-290.9,1.1,-313.1,
EK Kench,EK Kench,,,8,5,0,62.5,5,20,10,0,0,18,34,4,1,0,0,2,0,1,0,0.5,31.4,58.8,31.24,5.0,4.0,4.4,-10.0,0.0,0.6,6.8,6.16,9.400000000000006,,8.5,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,0,,,,0.0,3.5,,-280.9,-0.3,-313.1,
SA Oldershaw,SA Oldershaw,Right hand,Right arm leg break,36,20,0,55.6,9,16,10,1,0,20,33,7,2,0,0,4,0,1,0,0.6,42.9,48.5,27.9,2.29,1.78,1.53,14.0,3.0,0.5,3.7,2.37,35.900000000000006,2.0,4.7,33.0,36,737,331,57,5,34,712,13,1,12,245,9,4,0,18,3,0,3,1,0,6.2,0,34.4,8.7,21.68,0,20.9,0,1.0,11.5,45.5,1.6,2.9,21.7,-284.9,-0.4,423.9,-0.3
Haider Ali,Haider Ali,Right hand,,107,58,0,54.2,99,1707,492,147,77,493,1323,87,15,6,0,58,2,3,3,0.4,37.6,129.0,57.44,19.62,17.24,15.03,12.799999999999997,16.9,1.3,13.4,9.84,26.599999999999994,4.8,15.2,5.9,7,135,56,10,3,7,132,0,0,0,53,2,2,0,2,0,1,26,5,0,6.1,0,40.2,9.8,19.29,0,18.9,0,1.0,10.2,50.8,1.6,7.7,19.3,1406.1,0.4,-178.1,-0.3
AD Algar,AD Algar,Right hand,Right arm off break,6,5,0,83.3,2,40,18,2,1,23,50,1,0,0,0,1,0,0,0,0.5,33.9,80.0,16.66,40.0,20.0,8.0,60.0,6.0,0.8,25.0,5.0,80.0,14.5,50.0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,,,0,,0,,,,0.0,4.8,,-260.9,-0.1,-313.1,
SVE Bharathi,SVE Bharathi,Right hand,Left arm orthodox,34,21,0,61.8,6,7,5,0,0,10,16,4,0,0,0,4,0,0,0,0.6,47.1,43.8,33.33,1.75,1.17,1.22,-4.299999999999997,0.0,0.4,2.7,0.78,71.1,,4.0,inf,34,582,233,27,20,43,695,25,0,25,354,9,8,0,19,4,3,11,4,0,5.0,0,50.9,6.8,13.53,0,16.2,0,0.8,14.8,38.1,2.0,2.6,13.5,-293.9,-0.5,268.9,-0.5
SW Currie,SW Currie,Right hand,Right arm pace,29,17,0,58.6,12,24,16,1,0,12,33,5,3,1,0,1,0,0,0,0.4,44.1,72.7,54.63,4.8,2.0,1.67,16.5,3.0,0.7,2.8,1.54,45.0,2.0,6.6,33.0,28,780,240,71,24,42,562,23,0,23,170,6,2,0,33,0,1,12,3,0,8.3,0,30.2,16.9,18.57,0,13.4,0,1.4,5.9,43.0,1.4,4.4,18.6,-276.9,-0.2,466.9,0.1
TW Hartley,TW Hartley,Left hand,Left arm orthodox,82,43,0,52.4,37,245,79,14,10,62,201,19,3,0,0,10,1,4,1,0.3,41.3,121.9,64.05,12.89,6.62,5.92,10.599999999999994,11.9,1.2,5.4,3.86,28.5,3.3,10.6,8.4,78,1800,675,138,49,68,1375,55,4,51,387,12,10,0,38,3,5,30,0,0,7.9,0,28.1,13.6,26.47,0,20.2,0,1.3,7.4,47.7,1.4,7.3,26.5,-55.9,0.3,1486.9,-0.0
D Moriarty,D Moriarty,Left hand,Left arm orthodox,44,23,0,52.3,9,33,15,3,1,18,39,4,1,1,0,0,0,2,0,0.5,41.9,84.6,36.68,8.25,3.67,2.52,31.299999999999997,10.3,0.8,4.3,1.93,55.1,3.0,9.8,9.8,41,1056,392,76,34,42,842,16,0,16,263,7,4,0,27,4,0,4,0,0,7.5,0,31.2,13.1,25.14,0,20.0,0,1.3,7.7,45.7,1.6,5.1,25.1,-267.9,-0.1,742.9,-0.0
AAP Atkinson,AAP Atkinson,Right hand,Right arm pace,64,41,0,64.1,26,110,44,6,3,34,104,11,2,1,0,5,0,3,0,0.3,43.6,105.8,62.13,10.0,4.23,2.94,30.5,8.7,1.1,4.0,2.08,48.0,3.1,9.5,11.6,63,1754,379,184,60,81,1229,81,29,52,478,16,1,0,63,0,1,16,4,0,8.6,0,38.9,19.9,21.65,0,15.2,0,1.4,5.0,35.5,1.6,6.3,21.7,-190.9,0.2,1440.9,0.1
JPA Taylor,JPA Taylor,Right hand,Right arm pace,2,0,0,0.0,1,3,1,0,0,4,6,1,0,0,0,0,0,1,0,0.7,50.0,50.0,0.0,3.0,3.0,0.0,100.0,0.0,0.5,6.0,0.0,100.0,,6.0,inf,2,34,0,5,2,1,12,0,0,0,3,0,0,0,1,0,0,0,0,0,17.0,0,25.0,58.3,34.0,0,12.0,0,2.8,1.7,16.7,2.0,3.0,34.0,-297.9,-0.4,-279.1,1.5
TAI Taylor,TAI Taylor,Right hand,Right arm pace,54,21,0,38.9,38,414,174,28,9,97,353,22,6,2,0,11,0,1,2,0.3,47.2,117.3,43.97,18.82,10.89,8.55,21.5,10.5,1.2,9.3,5.85,37.1,6.5,16.0,9.5,53,1443,341,143,56,58,942,43,14,29,307,16,2,0,39,0,1,25,4,0,9.2,0,32.6,21.1,24.88,0,16.2,0,1.5,4.7,37.7,1.5,7.0,24.9,113.1,0.3,1129.9,0.2
JA Haynes,JA Haynes,Right hand,Right arm off break,41,13,0,31.7,40,891,241,86,35,217,633,39,7,5,0,24,0,1,2,0.3,42.7,140.8,40.4,22.85,22.28,14.17,36.4,19.1,1.4,15.8,8.3,47.5,5.5,16.2,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,,0,,,,0,,0,,,,0.0,8.4,,590.1,0.5,-313.1,
MA Cohen,MA Cohen,Left hand,Left arm pace,8,2,0,25.0,3,21,9,1,1,5,18,1,0,0,0,1,0,0,0,0.3,50.0,116.7,57.04,21.0,7.0,0.0,100.0,11.1,1.2,6.0,2.67,55.5,3.0,18.0,9.0,8,191,40,25,3,5,114,10,4,6,35,1,0,0,4,0,0,0,0,0,10.1,0,30.7,24.6,38.2,0,22.8,0,1.7,4.1,36.1,1.6,7.0,38.2,-279.9,0.3,-122.1,0.4
S Conners,S Conners,Right hand,Right arm pace,17,7,0,41.2,5,7,3,0,0,3,10,3,0,1,0,1,0,1,0,0.3,60.0,70.0,36.0,2.33,1.4,0.72,48.6,0.0,0.7,2.0,0.8,60.0,,3.3,inf,16,407,71,44,17,13,218,22,10,12,65,0,0,0,13,0,0,5,0,0,11.2,0,29.8,28.0,31.31,0,16.8,0,1.9,3.6,34.6,1.4,4.2,31.3,-293.9,-0.2,93.9,0.6
GCH Hill,GCH Hill,Right hand,Right arm pace,15,7,0,46.7,9,87,38,5,3,42,93,6,3,0,0,3,0,0,0,0.5,49.5,93.5,35.43,14.5,9.67,5.93,38.7,8.6,0.9,10.3,4.74,54.0,7.0,15.5,11.6,7,96,29,7,4,2,69,3,0,3,21,0,0,0,2,0,0,6,0,0,8.3,0,30.4,15.9,48.0,0,34.5,0,1.4,6.3,43.1,1.4,5.6,48.0,-213.9,0.0,-217.1,0.1
BD Guest,BD Guest,Right hand,,53,25,0,47.2,48,798,284,55,24,159,610,26,4,0,0,22,0,0,0,0.3,46.7,130.8,43.48,30.69,16.62,12.81,22.900000000000006,13.0,1.3,12.7,8.41,33.8,6.9,23.5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,6,,0,,,,0,,0,,,,0.0,7.8,,497.1,0.4,-313.1,
GA Bartlett,GA Bartlett,Right hand,Right arm off break,14,7,0,50.0,11,79,25,7,2,36,78,11,4,0,0,5,0,1,1,0.5,38.3,101.3,40.09,7.18,7.18,5.69,20.799999999999997,11.5,1.0,7.1,3.92,44.8,5.4,7.1,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,0,,,,0,,0,,,,0.0,6.1,,-221.9,0.1,-313.1,
E Barnes,E Barnes,Right hand,Right arm pace,5,0,0,0.0,1,7,3,1,0,2,6,1,0,0,0,1,0,0,0,0.3,50.0,116.7,0.0,7.0,7.0,0.0,100.0,16.7,1.2,6.0,0.0,100.0,3.0,6.0,6.0,5,159,25,21,5,2,78,2,0,2,17,1,0,0,1,0,0,1,0,0,12.2,0,21.8,33.3,79.5,0,39.0,0,2.0,3.0,32.5,1.3,7.0,79.5,-293.9,0.3,-154.1,0.7
LBK Hollman,LBK Hollman,Left hand,Right arm leg break,55,14,0,25.5,49,710,238,54,26,159,544,39,11,1,0,23,0,2,2,0.3,45.6,130.5,45.13,18.21,14.49,10.58,27.0,14.7,1.3,11.1,6.2,44.1,5.2,13.9,6.8,49,1202,412,81,54,52,860,6,0,6,234,9,7,0,31,2,3,25,0,0,8.4,0,27.2,15.7,23.12,0,16.5,0,1.4,6.4,45.3,1.5,7.8,23.1,409.1,0.4,888.9,0.1
V Kelley,V Kelley,Right hand,,1,0,0,0.0,1,5,5,0,0,5,10,1,0,0,0,1,0,0,0,0.5,20.0,50.0,0.0,5.0,5.0,0.0,100.0,0.0,0.5,10.0,0.0,100.0,,10.0,inf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,,,,0,,0,,,,0.0,3.0,,-295.9,-0.4,-313.1,
DR Mousley,DR Mousley,Left hand,Right arm off break,52,30,0,57.7,49,971,333,81,31,215,743,41,6,5,0,27,1,2,0,0.3,43.8,130.7,46.08,23.68,19.82,16.87,14.900000000000006,15.1,1.3,15.2,9.83,35.3,6.7,18.1,6.6,42,792,301,76,13,41,673,27,0,27,231,14,6,0,19,1,1,30,2,0,7.1,0,34.3,13.2,19.32,0,16.4,0,1.2,7.6,44.2,1.5,7.8,19.3,670.1,0.4,478.9,-0.1
AW Finch,AW Finch,Right hand,Right arm pace,24,8,0,33.3,10,57,21,4,3,27,59,4,2,0,0,0,0,2,0,0.5,42.6,96.6,53.13,14.25,5.7,5.04,11.599999999999994,11.9,1.0,5.9,2.08,64.7,4.0,14.8,8.4,24,764,185,84,23,22,494,39,16,23,163,3,2,0,17,0,0,4,2,0,9.3,0,33.0,21.7,34.73,0,22.5,0,1.5,4.6,35.9,1.6,5.8,34.7,-243.9,0.1,450.9,0.2
FS Organ,FS Organ,Right hand,Right arm off break,4,1,0,25.0,3,21,9,2,0,9,23,3,1,0,0,1,1,0,0,0.4,50.0,91.3,26.26,7.0,7.0,2.0,71.4,8.7,0.9,7.7,2.22,71.2,2.0,7.7,11.5,3,54,21,5,1,3,48,2,0,2,18,0,1,0,2,0,0,1,0,0,6.8,0,37.5,12.5,18.0,0,16.0,0,1.1,8.0,50.0,1.7,5.5,18.0,-279.9,0.0,-259.1,-0.2
BG Charlesworth,BG Charlesworth,Left hand,Right arm pace,21,9,0,42.9,20,417,113,37,21,94,283,16,1,0,0,11,1,1,2,0.3,39.0,147.3,59.35,26.06,20.85,15.65,24.900000000000006,20.5,1.5,14.2,8.55,39.8,5.1,17.7,4.9,3,93,20,11,3,1,45,5,4,1,8,0,0,0,1,0,0,7,0,0,12.4,0,17.8,31.1,93.0,0,45.0,0,2.1,3.2,41.7,1.1,8.8,93.0,116.1,0.6,-220.1,0.8
JLB Davies,JLB Davies,Left hand,,33,7,0,21.2,31,525,203,42,13,129,441,27,2,6,0,15,2,2,0,0.3,46.8,119.0,52.7,19.44,16.94,11.09,34.5,12.5,1.2,14.2,8.41,40.8,5.0,16.3,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,,0,,,,0,,0,,,,0.0,7.1,,224.1,0.3,-313.1,
CG Harrison,CG Harrison,Right hand,Right arm leg break,54,26,0,48.1,30,193,85,18,2,54,179,19,6,2,0,7,0,3,1,0.3,46.8,107.8,51.87,10.16,6.43,5.72,11.0,11.2,1.1,6.0,4.03,32.8,5.5,9.4,9.0,48,1070,431,59,41,51,837,22,2,20,226,13,3,0,27,3,5,22,2,0,7.7,0,27.0,11.9,20.98,0,16.4,0,1.3,8.4,53.0,1.4,6.5,21.0,-107.9,0.2,756.9,-0.0
WCF Smeed,WCF Smeed,Right hand,Right arm off break,101,63,0,62.4,100,2529,514,249,134,638,1673,96,11,4,0,74,1,3,3,0.4,33.1,151.2,59.0,26.34,25.29,21.56,14.700000000000003,22.9,1.5,16.7,11.24,32.7,4.2,17.4,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,,0,,,,0,,0,,,,0.0,9.1,,2228.1,0.6,-313.1,
JH Plom,JH Plom,Left hand,Right arm pace,13,5,0,38.5,9,38,12,2,2,17,38,5,3,0,0,2,0,0,0,0.4,36.8,100.0,68.23,7.6,4.22,3.14,25.599999999999994,10.5,1.0,4.2,1.98,52.9,3.0,7.6,9.5,13,391,76,41,15,16,244,17,10,7,86,2,1,0,13,0,0,5,2,0,9.6,0,35.2,23.0,24.44,0,15.2,0,1.6,4.4,33.2,1.8,6.0,24.4,-262.9,0.1,77.9,0.3
RM Yates,RM Yates,Left hand,Right arm off break,33,22,0,66.7,33,807,217,86,28,220,605,33,6,2,0,20,2,1,2,0.4,35.2,133.4,47.45,24.45,24.45,18.73,23.400000000000006,18.8,1.3,18.3,12.87,29.700000000000003,4.6,18.3,5.3,4,79,35,6,0,1,60,2,0,2,8,0,1,0,0,0,0,12,1,0,7.9,0,13.3,10.0,79.0,0,60.0,0,1.3,10.0,54.1,1.1,8.0,79.0,506.1,0.4,-234.1,-0.0
DR Melton,DR Melton,Right hand,Right arm pace,4,1,0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,,,0.0,,,,,0.0,,,,,4,124,37,12,4,4,78,7,2,5,20,1,0,0,3,0,0,4,0,0,9.5,0,25.6,20.5,31.0,0,19.5,0,1.6,4.9,38.1,1.2,,31.0,-300.9,,-189.1,0.3
NR Welch,NR Welch,Right hand,Right arm leg break,31,13,0,41.9,31,605,163,60,25,200,485,30,7,4,0,18,0,0,1,0.4,36.9,124.7,48.23,20.17,19.52,13.6,30.299999999999997,17.5,1.2,15.6,8.13,47.9,4.0,16.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,0,,,,0,,0,,,,0.0,7.5,,304.1,0.3,-313.1,
JH Wharton,JH Wharton,Right hand,Right arm off break,10,5,0,50.0,9,157,41,21,3,43,116,8,2,0,0,5,0,0,1,0.4,33.1,135.3,53.33,19.62,17.44,22.69,-30.099999999999994,20.7,1.4,12.9,10.94,15.200000000000003,4.0,14.5,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,,0,,,,0,,0,,,,0.0,8.1,,-143.9,0.5,-313.1,
